obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,_Vc,Edyn,Hr,Hs,dHs/dt,_Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,_Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,_CO2,CO2_s_d,CO2_r_d,_H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,_CO2:MN,_CO2:SLP,_CO2:SD,_CO2:OK,F:MN,F:SLP,F:SD,F:OK,_H2O:MN,_H2O:SLP,_H2O:SD,_H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
98,1784744685,13240.5,20260722 13:24:45,13:24:45,15,1784744677,0.001406223,1.406223117,1.253904488,464.622,397.2029318,40.19086269,47.01264142,0.044454983,2.948308274,0.044085933,0.02758661,266.1512916,36.10558471,34.74645484,5.569547694,43.9390765,2.470250675,5.621990427,3.09929702,-62.01443946,26.86754146,2.124727376,233.129121,0.818412887,1.302224254,1.253904488,472.9503463,474.9439697,-0.584919615,66.76288029,1.406223117,22.38614641,24.46841636,0.005549732,78.43,0,0,1,0,52071.03403,1500.005484,1273.864926,0.849240179,0.177433546,6,0.5,0: Broadleaf,2,TRUE,1784744677,464.622,466.8287097,24.41328065,22.44379355,509.0353548,28.93525161,387.0345806,101.0847419,0.099966113,34.9154871,34.74645484,999.9,0,0,9998.863548,0,13.81353548,-2.206708323,476.2488065,477.5468065,1.969487419,466.8287097,22.44379355,2.46781,2.268723548,20.81571935,19.45601613,1500.005484,0.691995387,0.308004613,0,2.48666129,0,17805.8,13609.60968,47.812,49.375,48.754,47.625,47.49593548,1037.994839,462.0106452,0,1784744638,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-5.204709951,71.15878248,7.529518977,0,2.539194118,-0.163138279,0.272184656,1,1.94895,0.706171359,0.079801231,0,1,3,1/3,2.96635,2.76465,0.11685,0.108768,0.131636,0.110158,27294.8,18140.6,31683.4,22174.1,37043.3,26800.9,45497.9,32414.4,1.67512,2.6601,0.127696,0,32.6892,999.9,59.6,34.7,32.7529,61.7154,-100,3,0.335236,0,20.3082,5.21714,12.0335,4.9598,3.301,7702.5,9999,9999,127.5,4.97298,1.87531,1.88156,1.88106,1.87878,1.87444,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.364,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,45.2,45.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.28638,36.6706,14.2546,2,412.162,1380.29,33.4382,31.7444,30.0003,31.4433,31.2872,-1,40,10,-999.9,400,20,99.5591,85.1779
99,1784744805,13360.5,20260722 13:26:45,13:26:45,15,1784744797,0.001157569,1.15756878,1.973059318,416.4979677,307.7439423,31.13870041,42.14284559,0.035395908,2.946212112,0.03516135,0.021996788,266.1516455,36.18649221,34.7292871,5.564245219,42.00457375,2.363609094,5.627027924,3.200636125,-51.04878321,32.14280821,2.543699909,249.7893704,4.59435984,1.298600249,1.973059318,440.2610074,430.1892121,1.018571671,66.76288029,1.15756878,21.73603058,23.3972903,0.011665221,78.43,0,0,1,0,52008.81823,1500.002903,1273.863155,0.84924046,0.177434087,6,0.5,0: Broadleaf,2,TRUE,1784744797,416.4979677,424.4685161,23.35956129,21.39104516,459.4348387,27.88152903,386.5649355,101.0838065,0.099989987,34.93165161,34.7292871,999.9,0,0,9987.052903,0,13.63513871,-7.970488158,426.4599032,433.7487742,1.968519355,424.4685161,21.39104516,2.361273548,2.162287742,20.10060323,18.68466452,1500.002903,0.691984065,0.308015935,0,2.573367742,0,17601.21935,13609.54194,47.875,49.5,48.812,47.808,47.544,1037.979032,462.023871,0,1784744758,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-4.859467876,-84.42507983,8.556963578,0,2.578170588,0.136831169,0.181449667,1,2.055173415,-2.558862648,0.268948923,0,1,3,1/3,2.96544,2.76457,0.109318,0.105739,0.128307,0.108811,27526.4,18210.9,31682.4,22184.8,37185.9,26855,45497.4,32430.8,1.67325,2.65543,0.128701,0,32.6525,999.9,57.8,34.7,31.766,61.8054,-100,3,0.339238,0,20.3077,5.21699,12.0323,4.95975,3.301,7702.5,9999,9999,127.5,4.97301,1.87531,1.88156,1.88109,1.87878,1.87448,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-43.067,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,47.2,47.2,0.155029,4.99878,2.89795,2.89551,2.99805,2.30713,36.6706,14.2283,2,411.323,1374.16,33.4962,31.7909,30.0002,31.4789,31.3263,-1,40,10,-999.9,400,20,99.557,85.2201
100,1784744925,13480.5,20260722 13:28:45,13:28:45,15,1784744917,0.001467041,1.467040713,0.373416039,436.9678065,401.7694928,40.65245026,44.21393942,0.045268586,2.949324831,0.044886096,0.028087906,266.1508019,36.21975485,34.87054516,5.608005351,42.95391895,2.432354479,5.662706776,3.175650871,-64.69649544,27.86314293,2.205433155,231.5228825,-6.481004485,1.573953186,0.373416039,431.5085427,438.7653091,-1.150645095,66.76288029,1.467040713,21.62529562,23.92726848,-0.009544866,78.43,0,0,1,0,52077.82115,1500.007097,1273.865894,0.849239911,0.177433028,6,0.5,0: Broadleaf,2,TRUE,1784744917,436.9678065,427.964129,24.03903871,21.65165161,480.5382903,28.56100323,386.0580968,101.0835484,0.099968497,35.04578065,34.87054516,999.9,0,0,10004.75774,0,13.69252581,9.003713,447.7314194,437.4352581,2.387377742,427.964129,21.65165161,2.42995129,2.188626774,20.56466774,18.87925806,1500.007097,0.692002419,0.307997581,0,2.576516129,0,17357.38387,13609.64516,47.937,49.5863871,48.875,47.929,47.62093548,1038.009355,461.9977419,0,1784744878,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,9.668532075,-20.30247387,3.786080367,0,2.564788235,0.498129865,0.192960506,1,2.405983,-0.75000788,0.113556023,0,1,3,1/3,2.96509,2.7646,0.110636,0.105353,0.129895,0.108172,27481.7,18219.5,31678.1,22185.9,37112.5,26876,45490.7,32433,1.6724,2.65515,0.125524,0,32.8517,999.9,58.1,34.7,31.9291,61.5354,-100,3,0.345445,0,20.3077,5.21729,12.0338,4.95975,3.301,7702.5,9999,9999,127.5,4.97298,1.87531,1.88156,1.88109,1.87876,1.87443,1.87453,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-43.296,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,49.2,49.2,0.155029,4.99878,2.89795,2.89795,2.99805,2.30835,36.6943,14.2283,2,411.172,1374.96,33.5654,31.8569,30.0003,31.5347,31.3771,-1,40,10,-999.9,400,20,99.5428,85.2253
101,1784745045,13600.5,20260722 13:30:45,13:30:45,15,1784745037,0.001508979,1.508979082,0.663367468,440.5684839,395.6592821,40.03413074,44.57819412,0.046457695,2.948972814,0.046054896,0.028820209,266.1512174,36.25656856,34.91700323,5.622462746,42.96315539,2.439282126,5.677614001,3.18318062,-66.5459775,28.02546945,2.21956195,229.8502713,-14.23484876,1.734281094,0.663367468,419.6877044,434.3221939,-2.29563466,66.76288029,1.508979082,21.29465266,23.86651091,-0.034628909,78.43,0,0,1,0,52059.80315,1500.006774,1273.865865,0.849240074,0.177433344,6,0.5,0: Broadleaf,2,TRUE,1784745037,440.5684839,419.5907419,24.10754516,21.47189677,484.2487419,28.62950968,385.2877742,101.0833548,0.099992929,35.09328065,34.91700323,999.9,0,0,10002.77645,0,13.28562903,20.9778271,451.4531935,428.7997419,2.635639677,419.5907419,21.47189677,2.436871613,2.170451935,20.61068387,18.74543226,1500.006774,0.691997387,0.308002613,0,2.448280645,0,17137.0129,13609.62581,48,49.69919355,48.94512903,48.016,47.687,1038.000968,462.0058065,0,1784744998,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,15.37914432,82.85293435,10.09832828,0,2.467935294,-0.04538732,0.276253068,1,2.55594439,1.332801533,0.147501451,0,1,3,1/3,2.96461,2.76463,0.109703,0.0990928,0.129657,0.106476,27508.5,18354,31676,22194.6,37120.8,26938.7,45488,32447.1,1.67105,2.65468,0.125874,0,32.8736,999.9,57.5,34.7,31.6014,61.6854,-100,3,0.350353,0,20.3077,5.21639,12.0336,4.95975,3.301,7702.5,9999,9999,127.6,4.97304,1.87531,1.88156,1.88109,1.8788,1.87441,1.87453,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-43.138,-4.5219,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,51.2,51.2,0.155029,4.99878,2.89795,2.89795,2.99805,2.34375,36.7417,14.2108,2,410.754,1375.46,33.6296,31.9255,30.0003,31.5926,31.432,-1,40,10,-999.9,400,20,99.5367,85.261
102,1784745165,13720.5,20260722 13:32:45,13:32:45,15,1784745157,0.001527021,1.527021496,1.085257909,489.0142903,428.7492133,43.38318102,49.48112981,0.047781859,2.949305296,0.047355932,0.029635409,266.1479933,36.37544391,35.06783226,5.669623137,44.41763818,2.539184504,5.716613057,3.130438634,-67.34164799,23.72375262,1.881175938,224.4112739,-1.637757251,1.456601149,1.085257909,488.566395,496.6964485,-1.437577408,66.76288029,1.527021496,22.67350789,25.07378909,-0.008813377,78.43,0,0,1,0,52048.37205,1500.000968,1273.859797,0.849239317,0.177431881,6,0.5,0: Broadleaf,2,TRUE,1784745157,489.0142903,487.5663548,25.09436452,22.8726129,534.1578387,29.61633871,383.4943548,101.0854839,0.099963645,35.21703548,35.06783226,999.9,0,0,10004.45516,0,12.6636871,1.448045065,501.601871,498.981871,2.22175129,487.5663548,22.8726129,2.536675806,2.312089355,21.26374839,19.76051613,1500.000968,0.692021742,0.307978258,0,2.564658065,0,16897.36452,13609.67419,48.125,49.75,49.062,48.125,47.812,1038.034839,461.966129,0,1784745118,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-3.832919585,160.4096775,16.77835069,0,2.545905882,0.044580598,0.277751205,1,2.160171707,1.812837282,0.185281461,0,1,3,1/3,2.96289,2.76478,0.120286,0.108756,0.133423,0.110717,27177.7,18131.7,31671.9,22163.7,36953.2,26769.8,45480.1,32397.5,1.66663,2.65412,0.125501,0,33.0428,999.9,60.2,34.7,33.0817,61.6555,-100,3,0.355645,0,20.3076,5.21639,12.0339,4.95975,3.301,7702.5,9999,9999,127.6,4.97304,1.87532,1.88157,1.8811,1.87878,1.87448,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.974,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,53.2,53.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.31201,36.7417,14.1933,2,408.653,1375.83,33.7226,31.9876,30.0001,31.6547,31.4871,-1,40,10,-999.9,400,20,99.5211,85.1353
103,1784745285,13840.5,20260722 13:34:45,13:34:45,15,1784745277,0.001392331,1.3923306,0.582614534,460.3235161,415.2050804,42.01252811,46.57783726,0.042565705,2.947831478,0.042227173,0.026422174,266.152191,36.47962733,35.12592903,5.687880017,43.32737321,2.486330671,5.738475442,3.201549346,-61.40177945,25.45339133,2.020586968,232.2243898,-1.196413754,1.277493013,0.582614534,464.2317724,467.8198182,-0.658264693,66.76288029,1.3923306,22.59470157,24.65311697,0.008453221,78.43,0,0,1,0,51994.93029,1500.013226,1273.871255,0.849240015,0.17743323,6,0.5,0: Broadleaf,2,TRUE,1784745277,460.3235161,459.3708387,24.57212581,22.62073871,504.6068065,29.0940871,383.1435484,101.085,0.100004952,35.28609032,35.12592903,999.9,0,0,9996.129677,0,12.33349677,0.952759097,471.9194839,470.0026774,1.951380968,459.3708387,22.62073871,2.483872581,2.286617742,20.92116129,19.58240968,1500.013226,0.691999129,0.308000871,0,2.479612903,0,16681.08065,13609.68387,48.24593548,49.937,49.187,48.22358065,47.937,1038.008387,462.0048387,0,1784745238,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-4.063808976,81.52455355,9.753581874,0,2.497482353,-0.104864785,0.260719138,1,1.854741463,1.626149268,0.166753835,0,1,3,1/3,2.96241,2.76457,0.115598,0.110863,0.132134,0.111277,27320.8,18087.6,31670.2,22162.4,37007.6,26750.5,45478.7,32394.6,1.66492,2.64555,0.125501,0,33.0884,999.9,59.7,34.7,32.8128,61.6855,-100,3,0.360297,0,20.3075,5.21714,12.0336,4.9598,3.301,7702.5,9999,9999,127.6,4.97302,1.87532,1.88156,1.8811,1.87879,1.87449,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.159,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,55.2,55.2,0.155029,4.99878,2.89795,2.89673,2.99805,2.28882,36.7892,14.1758,2,408.07,1364.49,33.8126,32.0539,30.0003,31.7178,31.55,-1,40,10,-999.9,400,20,99.5172,85.1288
104,1784745406,13960.9,20260722 13:36:45,13:36:45,15,1784745398,0.001495246,1.495246199,0.954679008,448.0746333,392.8020294,39.74619673,45.33902881,0.046174786,2.948657768,0.045776813,0.028645979,266.1482698,36.41142606,35.05477,5.66552535,43.55454132,2.49364677,5.725342741,3.17187858,-65.94035737,30.18273141,2.394036019,232.7846799,-11.12452233,1.716122635,0.954679008,434.5454404,446.0298,-1.891168715,66.76288029,1.495246199,21.79851838,24.40977091,-0.039911671,78.43,0,0,1,0,52025.37204,1499.985333,1273.8481,0.84924037,0.177433915,6,0.5,0: Broadleaf,2,TRUE,1784745398,448.0746333,431.8282667,24.64410667,22.01811333,491.9850667,29.16607,382.4450667,101.0863333,0.099999113,35.24463667,35.05477,999.9,0,0,10000.69167,0,13.36302667,16.24641467,459.3970667,441.5519,2.625997667,431.8282667,22.01811333,2.491180667,2.225728667,20.96883,19.14792667,1499.985333,0.691988267,0.308011733,0,2.588666667,0,16512.13,13609.38667,48.2374,49.8708,49.187,48.125,47.875,1037.971333,462.014,0,1784745359,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,11.02741985,63.67222875,10.03463258,0,2.590494118,-0.1268663,0.239115876,1,2.536086829,1.754232544,0.19640799,0,1,3,1/3,2.96189,2.76451,0.111765,0.103278,0.131309,0.108647,27437.5,18254.2,31668.3,22177.4,37040.9,26849.9,45476,32419.1,1.66405,2.65165,0.127278,0,32.999,999.9,58.6,34.7,32.2016,61.5655,-100,3,0.363737,0,20.3077,5.21639,12.0332,4.95975,3.301,7702.5,9999,9999,127.7,4.97299,1.87532,1.88157,1.8811,1.87879,1.87446,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-43.498,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,57.2,57.2,0.155029,4.99878,2.89795,2.89795,2.99805,2.323,36.7892,14.1583,2,407.807,1374.43,33.7813,32.0974,30.0002,31.7569,31.5897,-1,40,10,-999.9,400,20,99.5113,85.1905
105,1784745526,14080.9,20260722 13:38:45,13:38:45,15,1784745518,0.001381093,1.381093036,0.272710791,441.970129,409.4063323,41.42618768,44.72118789,0.042576582,2.948417222,0.042237944,0.026428916,266.1517712,36.46459901,35.08277097,5.674312748,43.5972859,2.499372123,5.732861739,3.174940625,-60.90620289,29.50359913,2.340949014,237.0901165,-1.627307472,1.413290917,0.272710791,448.8276893,450.4852364,-0.303753148,66.75743932,1.381093036,22.59579251,24.70563939,0.001207014,78.43,0,0,1,0,52014.54026,1500.001935,1273.862487,0.849240562,0.177434285,6,0.5,0: Broadleaf,2,TRUE,1784745518,441.970129,440.3922903,24.70077097,22.53170968,485.6942903,29.22273871,381.2842581,101.0860323,0.099964161,35.26838065,35.08277097,999.9,0,0,9999.354839,0,14.99753548,1.577717968,453.1636129,450.5438387,2.169067097,440.3922903,22.53170968,2.496903548,2.277642258,21.00633871,19.51909677,1500.001935,0.691981903,0.308018097,0,2.629609677,0,16306.7,13609.5129,48.25,49.875,49.23170968,48.183,47.937,1037.973226,462.0287097,0,1784745479,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,3.104262225,-25.28349079,3.990104089,0,2.590473529,0.443246756,0.24291767,1,2.1564885,-0.040462964,0.061043797,1,2,3,2/3,2.96036,2.76472,0.11257,0.112682,0.132275,0.110771,27411.5,18051,31667.2,22163.3,36997.9,26766.3,45473.8,32395.3,1.66087,2.65245,0.12885,0,33.0011,999.9,59.6,34.7,32.7509,61.3555,-100,3,0.366733,0,20.3077,5.21669,12.0332,4.9597,3.301,7702.5,9999,9999,127.7,4.97296,1.87532,1.88156,1.8811,1.87878,1.87446,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-43.639,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,59.2,59.2,0.155029,4.99878,2.89795,2.89795,2.99805,2.28638,36.8129,14.1495,2,406.303,1376.6,33.8125,32.1316,30.0002,31.8014,31.6344,-1,40,10,-999.9,400,20,99.507,85.1313
106,1784745646,14200.9,20260722 13:40:45,13:40:45,15,1784745638,0.001355649,1.355649392,1.662909622,453.6870645,368.1493202,37.25109103,45.90620493,0.041804906,2.948396515,0.041478379,0.025953112,266.1450503,36.54489532,35.16376129,5.699796233,43.90300224,2.527189916,5.756303184,3.172606318,-59.7841382,28.3686658,2.252610937,236.9821889,6.255689757,1.378532961,1.662909622,480.3301826,470.7324545,1.000636954,66.75743932,1.355649392,22.9138209,24.99556485,0.000176495,78.43,0,0,1,0,52001.46825,1499.972581,1273.836774,0.84924004,0.177433277,6,0.5,0: Broadleaf,2,TRUE,1784745638,453.6870645,464.5320968,24.976,22.85761613,497.7689677,29.49796774,380.6966452,101.0847419,0.099992039,35.34223226,35.16376129,999.9,0,0,9999.364839,0,16.4048,-10.84504677,465.3086774,475.3986129,2.118390323,464.5320968,22.85761613,2.524693226,2.310556774,21.18657742,19.75014839,1499.972581,0.691999258,0.308000742,0,2.604058065,0,16129.83226,13609.3129,48.32419355,49.937,49.258,48.24593548,48,1037.979032,461.9935484,0,1784745599,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-8.288832625,-49.47657333,5.079535401,0,2.590032353,0.802980905,0.263999914,1,2.12713825,-0.012797561,0.051962531,1,2,3,2/3,2.95991,2.76453,0.11613,0.111181,0.133154,0.112149,27298.6,18072.7,31664,22152.5,36956.7,26710.3,45469.3,32377.8,1.6591,2.64963,0.129428,0,33.0784,999.9,60.2,34.7,33.0835,61.5955,-100,3,0.370861,0,20.3079,5.21654,12.0335,4.95975,3.301,7702.5,9999,9999,127.7,4.97301,1.87533,1.88156,1.8811,1.87878,1.87447,1.87454,1.87684,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-44.258,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,61.2,61.2,0.155029,4.99878,2.89795,2.89551,2.99805,2.30103,36.8604,14.1408,2,405.583,1373.43,33.8646,32.1767,30.0003,31.8476,31.6817,-1,40,10,-999.9,400,20,99.4971,85.0872
107,1784745766,14320.9,20260722 13:42:45,13:42:45,15,1784745758,0.001271455,1.27145549,1.645779157,423.083,332.9531019,33.68933004,42.80898043,0.037979599,2.948381775,0.037709886,0.023592751,266.1544366,36.64430704,35.21772258,5.716830231,42.25525769,2.442810998,5.781081767,3.274019233,-56.07118712,32.15468566,2.554889445,244.7928246,-2.942202568,1.619164885,1.645779157,432.7972098,429.8698545,0.03957051,66.75743932,1.27145549,22.04363147,24.00600545,-0.000588516,78.43,0,0,1,0,51987.90862,1500.024839,1273.881213,0.849240079,0.177433353,6,0.5,0: Broadleaf,2,TRUE,1784745758,423.083,419.5222903,24.14240645,21.6498129,466.2245484,28.66436774,380.3446452,101.0834194,0.099990123,35.4200129,35.21772258,999.9,0,0,9999.411935,0,14.33090645,3.560808445,433.5506774,428.8073871,2.492582903,419.5222903,21.6498129,2.440396774,2.188437097,20.63407097,18.87672581,1500.024839,0.691998484,0.308001516,0,2.54053871,0,15945.92903,13609.79355,48.437,50.062,49.37093548,48.393,48.12093548,1038.013226,462.0116129,0,1784745719,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,6.297831545,-94.09097861,9.510058711,0,2.531420588,-0.146033612,0.225210086,1,2.57020075,-3.566933246,0.39879,0,1,3,1/3,2.95912,2.76458,0.109041,0.103622,0.130072,0.109096,27516.9,18244.1,31663.4,22174.1,37089,26830.5,45469.3,32412.2,1.65805,2.64967,0.128333,0,33.1506,999.9,58.1,34.7,31.9304,61.4455,-100,3,0.374726,0,20.3079,5.21519,12.0332,4.9598,3.301,7702.5,9999,9999,127.8,4.97299,1.87534,1.88156,1.8811,1.8788,1.8745,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-43.038,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,63.2,63.2,0.15625,4.99878,2.89795,2.89062,2.99805,2.28149,36.908,14.1145,2,405.266,1374.62,33.9502,32.231,30.0002,31.8944,31.7318,-1,40,10,-999.9,400,20,99.4963,85.1746
108,1784745886,14440.9,20260722 13:44:45,13:44:45,15,1784745878,0.001404859,1.404859132,1.395507601,437.4640645,362.5780714,36.68554375,44.26248674,0.042107112,2.948703657,0.041775902,0.026139479,266.1514025,36.59461669,35.17228387,5.702483625,42.18724219,2.436822229,5.776206509,3.265661396,-61.95428772,36.95243901,2.934913176,244.084467,-0.128752001,1.326562307,1.395507601,445.1824805,446.1042788,-0.458395365,66.75743932,1.404859132,22.0276726,24.1414,0.006775143,78.43,0,0,1,0,51999.52602,1500.014839,1273.872068,0.849239644,0.177432513,6,0.5,0: Broadleaf,2,TRUE,1784745878,437.4640645,438.1784839,24.0841,22.03592581,481.0500323,28.60606774,379.2489677,101.0797097,0.099999316,35.40473226,35.17228387,999.9,0,0,10001.60774,0,23.51383871,-0.71444129,448.2599032,448.0515806,2.048180645,438.1784839,22.03592581,2.434416129,2.227385806,20.59452258,19.16063871,1500.014839,0.692010935,0.307989065,0,2.488922581,0,15668.85161,13609.74839,48.47154839,50.24187097,49.433,48.57622581,48.159,1038.028065,461.9867742,0,1784745839,0,1784741973,12:39:32,1784741973,1784741973,5,-0.475,0.202,-45.376,-4.522,499,19,0.7,0.69,-1.399728,21.87773538,2.530657053,0,2.508729412,-0.128015283,0.206445954,1,2.05246825,0.06955531,0.037899584,1,2,3,2/3,2.9587,2.76452,0.111801,0.104107,0.130467,0.109083,27428.9,18234.1,31660.6,22174.2,37069.6,26830.2,45465.8,32411.5,1.65675,2.64438,0.132293,0,33.0441,999.9,57.8,34.7,31.7646,61.5055,-100,3,0.380236,0,20.3075,5.21609,12.0335,4.95965,3.301,7702.5,9999,9999,127.8,4.97297,1.87533,1.88156,1.8811,1.87878,1.8745,1.87454,1.87684,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-43.515,-4.522,-26.9099063,-0.03980678,1.13121E-05,-1.30028E-09,-4.52197,0,0,0,3,2129,1,23,65.2,65.2,0.155029,4.99878,2.89795,2.89795,2.99805,2.30469,36.9317,14.1145,2,404.913,1368.06,33.9706,32.2909,30.0003,31.9593,31.7921,-1,40,10,-999.9,400,20,99.4881,85.1737
