obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_hum,AccH2O_des,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
98,1784744140,13243,20260723 02:15:40,02:15:40,15,,1784744132,0.001105812,1.10581246,5.116277879,461.1611,199.3803253,20.16164094,46.63330999,0.033892649,1.384308331,0.033438313,0.020939259,287.4345933,37.77024246,35.44807333,5.7900437,45.66874857,2.584405079,5.659023206,3.205638621,-48.76632949,-30.9006467,-5.225376237,202.5422409,8.453373823,1.116549741,5.116277879,491.64385,478.6624485,1.065287746,60.79516241,1.10581246,24.08658181,25.55846788,0.0001302,69.65,43,10,1.003438033,0.343803281,25100.30465,1500.027333,1261.23766,0.840809785,0.19161957,6,0.5,0: Broadleaf,2,TRUE,1784744132,461.2834,473.5010667,25.55742,24.07564667,475.2668667,25.58772,439.0096667,101.0215333,0.099983607,35.03402667,35.44807333,999.9,0,0,4998.125333,0,23.41722,-12.21783267,473.3818,485.1824,1.481766667,473.5010667,24.07564667,2.581847333,2.432158,21.55187333,20.57944,1500.027333,0.973004333,0.0269952,0,1.95402,0,18205.45333,12844.13333,45.5248,47.4412,46.5,46.14153333,45.6166,1459.537333,40.49,0,1784744138,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-9.988745,-49.51688481,5.066287607,0,1.5536115,-1.213193233,0.137188722,0,0,2,0/2,3.01287,2.75939,0.104237,0.104911,0.118462,0.110225,31593.6,22705.4,33402,25656.1,37608,30891.8,48832.5,40119.5,1.75417,2.62243,0.2352,0,31.657,999.9,58.106,35.228,32.9003,28.6747,-100,3,0.377119,0,20.2433,5.20456,11.956,4.96925,3.294,125.1,9999,9999,7159.6,4.97367,1.87302,1.87084,1.87237,1.87286,1.87367,1.87331,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.031,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,46.1,46.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.25464,37.3858,14.2721,2,381.977,1223.66,33.1025,32.4001,30.0001,32.3002,32.2093,-1,40,10,-999.9,400,20,101.444,94.1287
99,1784744260,13363,20260723 02:17:40,02:17:40,15,,1784744252,0.001095571,1.095571383,4.387266019,470.3061791,240.7259427,24.3412085,47.55540941,0.033674994,1.385281524,0.033226744,0.020806492,287.4247133,37.76770869,35.46300667,5.794818024,45.94455428,2.599153283,5.657152025,3.195664742,-48.31469801,-32.48374921,-5.489463391,201.1368027,-0.970895691,1.254344839,4.387266019,481.3278993,477.634703,-0.448215618,60.79516241,1.095571383,24.1045079,25.62283576,-0.009720459,69.65,43,10,1.003434107,0.343410693,25128.90103,1499.975333,1261.19398,0.840809813,0.191619627,6,0.5,0: Broadleaf,2,TRUE,1784744252,470.4109333,469.8954667,25.70470667,24.04188667,484.4669333,25.73500667,439.4256,101.0158667,0.09998408,35.02805333,35.46300667,999.9,0,0,5003.209333,0,22.04818,0.515296333,482.8219333,481.4712,1.662826,469.8954667,24.04188667,2.596582,2.428612,21.64486,20.55575333,1499.975333,0.973003667,0.026995887,0,2.01472,0,18107.13333,12843.68,45.52893333,47.40806667,46.5,46.12913333,45.5704,1459.485333,40.49,0,1784744258,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,1.97246175,-51.7515854,5.710491128,0,1.639123,-0.250259549,0.114068493,0,0,2,0/2,3.01345,2.75938,0.103993,0.104432,0.118664,0.110403,31602.1,22717.9,33402,25656.5,37598.7,30885.8,48832.2,40120,1.75528,2.62493,0.236154,0,31.6247,999.9,58.351,35.218,33.0221,28.8547,-100,3,0.376999,0,20.2435,5.20396,11.956,4.96915,3.29402,125.1,9999,9999,7159.6,4.97367,1.873,1.87083,1.87233,1.87286,1.87365,1.87322,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.019,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,48.1,48.3,0.153809,4.99756,2.64526,2.7417,2.8479,2.24121,37.3618,14.2371,2,382.592,1227.43,33.0953,32.4053,30,32.3059,32.2177,-1,40,10,-999.9,400,20,101.443,94.13
100,1784744380,13483,20260723 02:19:40,02:19:40,15,,1784744372,0.001049592,1.049591701,3.971345572,484.6276159,267.3988267,27.03953133,49.00583808,0.03251688,1.384205764,0.032098404,0.020098652,287.4250977,37.71793524,35.37754,5.767539711,46.11118336,2.597747239,5.633659884,3.169792472,-46.28699401,-31.68789287,-5.354945017,204.0952658,11.19998904,1.020099909,3.971345572,513.2009386,504.3601515,0.600937789,60.79516241,1.049591701,24.31811513,25.71012061,0.000789638,69.65,43,10,1.003437523,0.34375233,25104.01223,1499.977333,1261.195662,0.840809814,0.191619627,6,0.5,0: Broadleaf,2,TRUE,1784744372,484.7225333,500.6454667,25.68959333,24.33664667,498.8914,25.71989333,439.2188,101.0206,0.100005727,34.95291333,35.37754,999.9,0,0,4997.665333,0,23.20095333,-15.92275867,497.5034,513.1332667,1.352936,500.6454667,24.33664667,2.595173333,2.458499333,21.63603333,20.75432667,1499.977333,0.973003,0.026996573,0,2.0933,0,18000.2,12843.70667,45.5,47.3288,46.437,46.05793333,45.562,1459.484667,40.49,0,1784744378,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-16.687044,44.55580872,5.873150968,0,1.338314,0.482063459,0.054405782,0,0,2,0/2,3.01339,2.75942,0.108051,0.107932,0.118983,0.110449,31459.2,22628.7,33402.2,25656,37585.2,30884.4,48832.3,40119.5,1.7551,2.6232,0.236064,0,31.5708,999.9,58.473,35.198,33.0561,28.3447,-100,3,0.376946,0,20.2434,5.20456,11.956,4.9693,3.29402,125.1,9999,9999,7159.6,4.97366,1.873,1.87078,1.87235,1.87284,1.87365,1.87322,1.87764,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.219,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,50.1,50.3,0.153809,4.99756,2.64526,2.7417,2.8479,2.26318,37.3378,14.2108,2,382.518,1224.95,33.0624,32.4024,30,32.3088,32.2177,-1,40,10,-999.9,400,20,101.444,94.1286
101,1784744500,13603,20260723 02:21:40,02:21:40,15,,1784744492,0.001065367,1.065366639,4.327589129,465.7825284,233.8442351,23.64818633,47.10362868,0.032789512,1.383452,0.032363811,0.020265169,287.4354811,37.75932916,35.44705333,5.789717721,46.00719646,2.598810807,5.648705001,3.190906914,-46.98266878,-33.26376579,-5.627537063,201.5615094,4.030257729,1.074586072,4.327589129,486.4828572,478.6911818,0.317025817,60.79516241,1.065366639,24.29356056,25.70904667,0.00046349,69.65,43,10,1.003441074,0.34410735,25078.20081,1500.032,1261.241581,0.840809783,0.191619566,6,0.5,0: Broadleaf,2,TRUE,1784744492,465.8860667,472.0586,25.69824667,24.27260667,479.9064,25.72854667,439.0811333,101.0279333,0.100009013,35.00106667,35.44705333,999.9,0,0,4993.583333,0,24.93403333,-6.172413533,478.1744667,483.8018,1.425635333,472.0586,24.27260667,2.59624,2.452213333,21.64273333,20.71276,1500.032,0.973004,0.026995547,0,2.01188,0,17897.48,12844.18667,45.4538,47.312,46.42873333,46.0082,45.50826667,1459.541333,40.49,0,1784744498,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-4.568893571,-27.08727444,4.038484291,0,1.400998095,0.270448052,0.043189936,0,0,2,0/2,3.01355,2.75951,0.104151,0.105024,0.118993,0.110631,31596.1,22701.6,33401.5,25655,37583.5,30876.3,48831.8,40118.1,1.75525,2.62185,0.237457,0,31.6161,999.9,58.424,35.157,32.95,28.8247,-100,3,0.37764,0,20.2437,5.20202,11.956,4.96905,3.29408,125.2,9999,9999,7159.6,4.97369,1.87302,1.87083,1.87232,1.87285,1.87365,1.87325,1.8777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.027,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,52.1,52.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.26807,37.3138,14.2283,2,382.624,1223.13,33.0565,32.4053,30.0001,32.3132,32.2234,-1,40,10,-999.9,400,20,101.442,94.1251
102,1784744620,13723,20260723 02:23:40,02:23:40,15,,1784744612,0.001516008,1.516008222,3.04877415,462.9459777,334.372551,33.81668959,46.81993297,0.046180652,1.385310215,0.045342142,0.028412907,287.4237,37.6703014,35.63406667,5.849751984,45.83786734,2.609746219,5.693428535,3.240005765,-66.85596257,-36.63391193,-6.199313173,177.7345123,-8.287319821,1.538832577,3.04877415,452.8118923,460.9858303,-2.281555084,60.79516241,1.516008222,23.34052774,25.5873903,-0.036983379,69.65,42,10,1.003355226,0.335522584,25119.5726,1499.97,1261.1895,0.840809816,0.191619632,6,0.5,0: Broadleaf,2,TRUE,1784744612,463.0188,452.7194667,25.80464,23.76584667,477.016,25.83494,439.6652667,101.0347333,0.10003232,35.14355333,35.63406667,999.9,0,0,5002.416667,0,25.03264667,10.29942,475.2841333,463.7445333,2.038788667,452.7194667,23.76584667,2.607162,2.401174,21.71128667,20.36978,1499.97,0.973003667,0.02699588,0,2.005046667,0,17790.95333,12843.62667,45.437,47.2624,46.37913333,45.9622,45.5,1459.48,40.49,0,1784744618,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,6.79646425,59.86314564,7.544018939,0,1.866416,3.949887519,0.398985865,0,0,2,0/2,3.01372,2.75942,0.101107,0.0997549,0.118435,0.107778,31703.1,22836.7,33401.1,25656.8,37607.8,30978.3,48831.3,40120.5,1.75615,2.6232,0.232406,0,31.8675,999.9,57.374,35.147,32.3358,28.7947,-100,3,0.377658,0,20.2438,5.20471,11.956,4.9692,3.29402,125.2,9999,9999,7159.6,4.97368,1.87302,1.87081,1.87236,1.87286,1.87366,1.87325,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.877,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,54.1,54.3,0.153809,4.99756,2.64526,2.7417,2.8479,2.27661,37.3138,14.2108,2,383.107,1225.16,33.1008,32.4082,30.0002,32.3145,32.2274,-1,40,10,-999.9,400,20,101.441,94.131
103,1784744740,13843,20260723 02:25:40,02:25:40,15,,1784744732,0.000929162,0.929161682,4.363724619,451.8426372,185.1486136,18.724528,45.69594094,0.028225897,1.384940474,0.027910167,0.017471927,287.4304133,37.83513576,35.46483333,5.795402261,45.43400201,2.567797405,5.651708614,3.227604856,-40.97603016,-33.91031366,-5.731517472,206.812552,12.25322398,0.794910926,4.363724619,486.221228,472.8669879,1.330412701,60.79516241,0.929161682,24.49871647,25.57019333,0.026219571,69.65,43,10,1.003435341,0.343534121,25119.90343,1500.005333,1261.21918,0.840809797,0.191619594,6,0.5,0: Broadleaf,2,TRUE,1784744732,451.9468667,469.0966,25.39044667,24.33721333,465.8558667,25.42074667,439.7922,101.0324,0.100023513,35.01066667,35.46483333,999.9,0,0,5000.707333,0,23.65878667,-17.14968,463.7216,480.7987333,1.053235133,469.0966,24.33721333,2.565259333,2.458847333,21.44645333,20.75633333,1500.005333,0.973004667,0.026994847,0,2.060046667,0,17657.58,12843.94,45.562,47.375,46.4832,46.1166,45.5872,1459.515333,40.49,0,1784744738,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-16.04935,-12.90904962,2.913665426,0,1.12487435,-1.261147624,0.139950342,0,0,2,0/2,3.01395,2.75935,0.103286,0.1039,0.11856,0.111029,31622.5,22726.6,33397.4,25651.3,37599.9,30857.7,48826.5,40112.6,1.75563,2.62035,0.22804,0,31.804,999.9,58.058,35.127,32.685,28.8247,-100,3,0.381916,0,20.2434,5.20456,11.956,4.96895,3.294,125.2,9999,9999,7159.6,4.97363,1.87302,1.87082,1.8723,1.87286,1.87368,1.87326,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.984,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,56.1,56.3,0.153809,4.99756,2.64526,2.7417,2.8479,2.25952,37.3618,14.1758,2,383.056,1221.79,33.0998,32.4496,30.0002,32.3517,32.2631,-1,40,10,-999.9,400,20,101.431,94.112
104,1784744860,13963,20260723 02:27:40,02:27:40,15,,1784744852,0.000958343,0.95834278,3.833310267,462.4978423,229.708102,23.22973084,46.77109904,0.028910742,1.38475338,0.028579557,0.017891663,287.437,37.9723798,35.6596,5.857990407,45.77419465,2.608905762,5.699512097,3.249084645,-42.26291662,-37.08403737,-6.279377839,201.8106682,-1.387736718,0.984005268,3.833310267,474.1222607,470.4244909,-0.303618454,60.79516241,0.95834278,24.63646179,25.8531097,0.008652974,69.65,43,10,1.003437753,0.343775314,25102.33958,1500.04,1261.2483,0.840809778,0.191619557,6,0.5,0: Broadleaf,2,TRUE,1784744852,462.5894667,461.3268,25.79826667,24.49823333,476.5834667,25.82856667,440.8726,101.0272,0.099972427,35.16286,35.6596,999.9,0,0,5000.041333,0,22.67517333,1.262679333,474.8394,472.9123333,1.300033333,461.3268,24.49823333,2.606327333,2.47499,21.70616667,20.86281333,1500.04,0.973005,0.0269945,0,2.090233333,0,17558.52,12844.24,45.562,47.437,46.50413333,46.14153333,45.625,1459.55,40.49,0,1784744858,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,0.750903765,-15.42680004,4.232435095,0,1.2899285,-0.209327368,0.083240695,0,0,2,0/2,3.01469,2.75945,0.102661,0.10194,0.119524,0.11169,31640.8,22773.5,33393.7,25648.3,37553.4,30830.6,48821.5,40108.5,1.75672,2.62153,0.227198,0,31.9999,999.9,58.656,35.127,33.027,28.8247,-100,3,0.386166,0,20.2439,5.20471,11.956,4.9695,3.29402,125.3,9999,9999,7159.6,4.97365,1.87301,1.8708,1.87234,1.87286,1.8737,1.87326,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.954,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,58.1,58.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.24976,37.3858,14.1758,2,383.919,1224.39,33.1547,32.5029,30.0003,32.3976,32.307,-1,40,10,-999.9,400,20,101.42,94.1018
105,1784744980,14083.1,20260723 02:29:40,02:29:40,15,,1784744972,0.00115017,1.150170186,4.005676119,432.2124969,224.5104236,22.70471489,43.70960314,0.034161803,1.3865524,0.033701012,0.021104015,287.428925,37.92722773,35.71143125,5.874744953,44.90850391,2.567376984,5.716906065,3.307367969,-50.72250518,-36.88768372,-6.241270214,193.5774659,6.802805718,1.114548892,4.005676119,453.1280139,446.1499939,0.25680603,60.79516241,1.150170186,23.99892548,25.46050485,0.010175535,69.65,42,10,1.00335125,0.33512496,25149.27713,1499.9975,1261.2126,0.840809801,0.191619603,6,0.5,0: Broadleaf,2,TRUE,1784744972,432.3080625,442.1875,25.386925,23.9142,446.059,25.417225,441.0319375,101.029875,0.100017019,35.2179625,35.71143125,999.9,0,0,5008.789375,0,21.72371875,-9.879514375,443.5688125,453.0214375,1.472733125,442.1875,23.9142,2.564840625,2.41605125,21.44390625,20.4716625,1499.9975,0.973004688,0.026994819,0,2.00675,0,17432.93125,12843.88125,45.617125,47.5,46.562,46.167625,45.687,1459.5075,40.49,0,1784744978,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-8.543024762,-20.62233351,3.296561195,0,1.556711905,-1.169897922,0.142293554,0,0,2,0/2,3.01537,2.75945,0.0990701,0.100223,0.118097,0.110089,31762.4,22815.1,33388.8,25646.5,37613.7,30884.6,48815.1,40105.7,1.75788,2.62,0.229519,0,32.0199,999.9,57.459,35.127,32.3518,29.081,-100,3,0.391433,0,20.2438,5.20471,11.956,4.9693,3.294,125.3,9999,9999,7159.6,4.97371,1.87299,1.87083,1.87233,1.87286,1.87368,1.87326,1.8777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.781,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,60.1,60.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.23389,37.4338,14.1495,2,384.861,1223.27,33.2002,32.5636,30.0004,32.4521,32.3598,-1,40,10,-999.9,400,20,101.406,94.0953
106,1784745100,14203.1,20260723 02:31:40,02:31:40,15,,1784745092,0.001451618,1.451617936,3.772035384,433.5891929,270.9849419,27.40476243,43.84896348,0.042766313,1.385568495,0.042046299,0.026342618,287.4268667,37.9400741,35.90003333,5.936062797,44.92701508,2.591825543,5.768968936,3.344237254,-64.01635098,-38.69446019,-6.562862192,178.1531933,-7.528314076,1.852228987,3.772035384,432.7153769,433.7554727,-1.159755233,60.79516241,1.451617936,23.21428876,25.35568667,-0.035831548,69.65,42,9,1.003356815,0.335681546,25107.71696,1499.986667,1261.2035,0.840809807,0.191619614,6,0.5,0: Broadleaf,2,TRUE,1784745092,433.6793333,424.5910667,25.6286,23.18887333,447.4412667,25.6589,442.3189333,101.0302,0.100003887,35.38202667,35.90003333,999.9,0,0,5003.916,0,21.46937333,9.0881582,445.088,434.6714,2.439728,424.5910667,23.18887333,2.589262,2.342776,21.59834667,19.97329333,1499.986667,0.973005867,0.02699382,0,2.00198,0,17329.00667,12843.78,45.67873333,47.55786667,46.625,46.2416,45.75,1459.496667,40.49,0,1784745098,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,11.56813865,-73.20696203,7.608191005,0,2.4243405,-0.857396842,0.207106926,0,0,2,0/2,3.01651,2.75952,0.0967925,0.0966296,0.11764,0.107987,31838.1,22905.1,33384.3,25645.7,37630.6,30956.7,48809.1,40104,1.76007,2.61875,0.225671,0,32.2647,999.9,56.745,35.127,31.9498,28.9611,-100,3,0.3961,0,20.2436,5.20471,11.956,4.9691,3.294,125.3,9999,9999,7159.6,4.97371,1.87301,1.87081,1.87231,1.87286,1.87369,1.87322,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.671,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,62.1,62.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.25342,37.4819,14.132,2,386.353,1222.58,33.2893,32.6243,30.0003,32.5046,32.4126,-1,40,10,-999.9,400,20,101.393,94.0916
107,1784745220,14323.1,20260723 02:33:40,02:33:40,15,,1784745212,0.000925787,0.925786763,4.614480468,494.7553207,203.415499,20.57205094,50.03616592,0.027372082,1.383023543,0.027074649,0.016948109,287.4283867,38.26230059,35.98307333,5.963236354,45.84411682,2.652404391,5.785702887,3.310831963,-40.82719627,-40.90348055,-6.954872718,198.7428371,8.969446212,0.88851378,4.614480468,525.6052338,514.0109273,0.955310628,60.79516241,0.925786763,25.12530978,26.29068545,0.009311634,69.65,42,10,1.003367207,0.336720655,25030.4946,1499.994667,1261.21022,0.840809803,0.191619606,6,0.5,0: Broadleaf,2,TRUE,1784745212,494.8659333,507.5919333,26.22685333,25.05693333,509.1141333,26.25715333,442.199,101.0332,0.099953753,35.43448667,35.98307333,999.9,0,0,4991.209333,0,23.12348,-12.725946,508.1944,520.6376,1.169914,507.5919333,25.05693333,2.649784,2.531582667,21.97696,21.23092667,1499.994667,0.973006667,0.02699314,0,1.983153333,0,17178.69333,12843.86,45.6996,47.625,46.6746,46.3708,45.812,1459.504667,40.49,0,1784745218,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-10.5831227,-25.79083588,5.188981545,0,1.1544595,0.117393835,0.045247696,0,0,2,0/2,3.0159,2.75946,0.109461,0.109055,0.121021,0.113151,31389.4,22584.4,33382.1,25639.2,37479.9,30769.4,48806.4,40095.4,1.75758,2.6175,0.222623,0,32.3885,999.9,59.419,35.147,33.4869,28.7211,-100,3,0.399647,0,20.2439,5.20441,11.956,4.9685,3.29405,125.4,9999,9999,7159.6,4.97363,1.873,1.87085,1.87227,1.87286,1.87365,1.87325,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.291,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,64.1,64.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.27295,37.53,14.132,2,385.372,1221.82,33.3636,32.6765,30.0001,32.5616,32.4635,-1,40,10,-999.9,400,20,101.387,94.07
108,1784745340,14443.1,20260723 02:35:40,02:35:40,15,,1784745332,0.001367441,1.367440833,3.342801769,456.9677722,301.5800699,30.49933166,46.21396782,0.040310443,1.384943237,0.039669797,0.024850335,287.4314267,38.06384024,35.97727333,5.96133489,45.26959298,2.623221039,5.794664511,3.338113851,-60.30414073,-38.43359063,-6.526560537,182.1671348,3.121658679,1.173088727,3.342801769,467.6063006,467.0208788,-0.750505801,60.79516241,1.367440833,24.11167904,25.9328497,-0.00261675,69.65,42,9,1.003360106,0.336010643,25083.20815,1500.010667,1261.22366,0.840809794,0.191619588,6,0.5,0: Broadleaf,2,TRUE,1784745332,457.0477333,461.9902667,25.93864,24.39554667,470.9978,25.96894,442.7724,101.0318,0.099987893,35.46252667,35.97727333,999.9,0,0,5000.750667,0,24.35071333,-4.94245298,469.2186667,473.5436,1.543103333,461.9902667,24.39554667,2.620627333,2.464724667,21.79572,20.79476667,1500.010667,0.973007867,0.02699212,0,2.031146667,0,17102.66667,12844.00667,45.7206,47.562,46.6622,46.312,45.812,1459.520667,40.49,0,1784745338,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-5.348798735,36.52508465,5.317301831,0,1.572045,0.799313684,0.22723938,0,0,2,0/2,3.0168,2.75954,0.102111,0.100668,0.119628,0.109615,31647.7,22799.4,33381.4,25642.2,37540.7,30896,48805.3,40099.4,1.75975,2.6173,0.223171,0,32.3662,999.9,57.923,35.157,32.6659,28.7511,-100,3,0.400193,0,20.2441,5.20456,11.956,4.9692,3.29413,125.4,9999,9999,7159.6,4.97367,1.873,1.87081,1.87232,1.87286,1.87366,1.87325,1.8777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.93,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,66.1,66.3,0.153809,4.99756,2.64526,2.7417,2.8479,2.2644,37.554,14.1233,2,386.655,1222.01,33.4161,32.6909,30.0001,32.5819,32.4872,-1,40,10,-999.9,400,20,101.385,94.08
109,1784745460,14563.1,20260723 02:37:40,02:37:40,15,,1784745452,0.000958252,0.958251888,2.047165065,482.717996,344.106998,34.80130801,48.81975013,0.028479011,1.385516832,0.02815776,0.017627161,287.4296533,38.27001774,35.97743333,5.961387337,46.01362422,2.666411676,5.794830817,3.29497566,-42.25890825,-38.42261794,-6.522017577,200.2261096,17.06800498,0.795038378,2.047165065,519.5280617,510.4769939,1.149902724,60.8393687,0.958251888,25.27760356,26.46415273,0.012172543,69.65,42,9,1.003357924,0.335792445,25099.45262,1500.001333,1261.21582,0.840809799,0.191619599,6,0.5,0: Broadleaf,2,TRUE,1784745452,482.7669333,506.2946,26.36484,25.32144,496.9202667,26.39514,443.5978,101.0351333,0.100002567,35.46304667,35.97743333,999.9,0,0,5003.416667,0,23.77248,-23.52761267,495.8405333,519.4483333,1.043390067,506.2946,25.32144,2.663774667,2.558356,22.06327333,21.40254667,1500.001333,0.973007467,0.02699246,0,1.972866667,0,16959.97333,12843.91333,45.75,47.625,46.708,46.333,45.8288,1459.511333,40.49,0,1784745458,0,1784741373,01:29:33,1784741373,1784741360,4,-0.456,-0.401,-14.326,-0.03,509,22,0.55,0.2,-20.9832795,30.5031,15.52676339,0,1.03649935,0.717096947,0.112473523,0,0,2,0/2,3.0175,2.75939,0.108681,0.106605,0.12158,0.112946,31412.6,22644.1,33377.8,25636.7,37451.2,30773.1,48800.5,40091.5,1.76028,2.61725,0.228185,0,32.2999,999.9,59.608,35.157,33.6177,28.7811,-100,3,0.403529,0,20.2441,5.20531,11.956,4.9697,3.294,125.4,9999,9999,7159.6,4.97365,1.87301,1.87084,1.8723,1.87286,1.87367,1.87324,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.253,-0.0303,-9.671187859,-0.010281863,2.60765E-06,-1.39012E-10,-0.0303,0,0,0,6,2428,1,22,68.1,68.3,0.153809,4.99756,2.64526,2.74292,2.8479,2.28271,37.5781,14.1145,2,387.166,1222.74,33.4441,32.7265,30.0003,32.6195,32.5259,-1,40,10,-999.9,400,20,101.374,94.0609
