obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
99,1784657184,12461,20260722 02:06:24,02:06:24,15,,1784657176,0.001376335,1.376335203,1.205593683,461.9004279,356.2968817,35.98381033,46.64912392,0.02704582,1.383626332,0.02675552,0.016748022,287.4349067,40.50897907,38.78940667,6.947414729,29.90039038,1.981836219,6.62812824,4.96557851,-60.69638246,-64.92368853,-11.32037257,150.4944631,0.779090539,1.400519091,1.205593683,471.5846305,470.6611939,-0.133288297,60.75564547,1.376335203,17.86378663,19.63877091,0.00044218,69.65,40,9,1.003229329,0.322932871,24852.95041,1500.022667,1261.23434,0.840810188,0.191620376,6,0.5,0: Broadleaf,2,TRUE,1784657176,461.9295333,463.8049333,19.62332667,17.82038,475.8648667,19.61413333,455.4304667,100.8938,0.10009632,37.91904667,38.78940667,999.9,0,0,5001.083333,0,28.98596,-1.875338667,471.1756667,472.2200667,1.802950667,463.8049333,17.82038,1.979871333,1.797966,17.28426667,15.76908,1500.022667,0.972993667,0.027006107,0,1.977286667,0,17392.18,12844.06,48.187,49.8246,49.062,48.55373333,48.1912,1459.512667,40.51,0,1784657183,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-3.052265,23.98607711,2.47298573,0,1.803928,-0.163035789,0.027233225,0,0,2,0/2,3.02896,2.75953,0.102307,0.101067,0.0954771,0.0882498,31476,22701.5,33221.4,25556.1,38458.7,31524,48584,39968.9,1.7645,2.54005,0.253033,0,34.6899,999.9,52.643,38.461,35.6125,29.2156,-100,3,0.621232,0,20.2442,5.20516,11.956,4.96955,3.2945,7158.8,9999,9999,119.5,4.97382,1.87304,1.87097,1.87241,1.8729,1.87363,1.87329,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.927,0.0136,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,206.9,207,0.153809,4.99756,2.64526,2.73926,2.8479,2.2583,41.0928,14.097,2,405.195,1163.56,35.8885,35.2991,30.0003,35.1697,35.0657,-1,40,10,-999.9,400,20,100.914,93.7702
100,1784657304,12581,20260722 02:08:24,02:08:24,15,,1784657296,0.001441571,1.44157106,1.357557232,455.1707811,345.9495414,34.94019195,45.97131245,0.028625041,1.382334369,0.028299769,0.017716272,287.43402,40.44192964,38.69748,6.913073712,30.16136784,1.995197524,6.615076396,4.917876187,-63.57328376,-60.72099918,-10.59091884,152.5488182,0.887122418,1.440451997,1.357557232,466.0997666,464.1705273,0.0206433,60.75564547,1.44157106,17.8855331,19.74901273,-0.000190487,69.65,40,9,1.003233757,0.323375693,24819.02699,1500.018,1261.23042,0.84081019,0.191620381,6,0.5,0: Broadleaf,2,TRUE,1784657296,455.2036,457.2331333,19.75483333,17.90006667,469.0852667,19.71888,455.2658,100.8978667,0.100076,37.8827,38.69748,999.9,0,0,4994.5,0,29.8331,-2.029612067,464.3770667,465.5668667,1.854775333,457.2331333,17.90006667,1.993222667,1.806078667,17.3906,15.83949333,1500.018,0.972993333,0.027006453,0,2.00794,0,17129.66667,12844.02,48.2458,49.875,49.125,48.625,48.25,1459.508,40.51,0,1784657303,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-2.57439105,5.963417098,1.223475133,0,1.854854,0.058440902,0.013285761,1,1,2,1/2,3.0285,2.75946,0.101311,0.100307,0.0957771,0.0880845,31507.5,22719,33217.9,25554.3,38441.8,31527.4,48579,39966.4,1.76327,2.54045,0.254404,0,34.5865,999.9,52.668,38.481,35.6681,29.2456,-100,3,0.624042,0,20.2441,5.20471,11.956,4.9695,3.29445,7158.8,9999,9999,119.5,4.97385,1.87309,1.87101,1.87241,1.87298,1.87363,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.878,0.0338,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,208.9,209,0.153809,4.99756,2.64526,2.73926,2.8479,2.24609,41.0928,14.0707,2,404.667,1164.54,35.8924,35.3282,30.0001,35.1954,35.0881,-1,40,10,-999.9,400,20,100.904,93.7639
101,1784657424,12701,20260722 02:10:24,02:10:24,15,,1784657416,0.001358938,1.358938499,1.23152169,445.4388,340.3748324,34.3765998,44.98767214,0.027136554,1.383246239,0.026844234,0.016803648,287.42718,40.40280585,38.55731333,6.860995104,29.93689125,1.971820853,6.586591897,4.889174251,-59.92918781,-56.23990734,-9.792486108,161.4655987,-0.080692353,1.353892342,1.23152169,454.9584271,453.5404848,-0.045157335,60.75564547,1.358938499,17.84381536,19.56085273,0.006659162,69.65,40,9,1.00322954,0.322953994,24851.3301,1499.982,1261.20018,0.84081021,0.191620419,6,0.5,0: Broadleaf,2,TRUE,1784657416,445.4685333,446.1577333,19.52369333,17.77908,459.2721333,19.53471333,455.0352667,100.8962667,0.100036613,37.80316,38.55731333,999.9,0,0,4999.083333,0,28.15876667,-0.689227827,454.3388667,454.2335333,1.744618,446.1577333,17.77908,1.96987,1.793844667,17.2042,15.73318667,1499.982,0.972992333,0.02700746,0,1.90684,0,16867.58667,12843.69333,48.187,49.812,49.0872,48.562,48.1912,1459.472,40.51,0,1784657423,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-0.69006687,1.569813447,1.196323893,0,1.7667995,-0.517243759,0.050965743,0,0,2,0/2,3.02825,2.75948,0.0995641,0.097687,0.0952393,0.088099,31570.4,22786.5,33219.6,25555.9,38466.3,31528.4,48581.5,39968.8,1.7629,2.54207,0.254001,0,34.4531,999.9,52.472,38.481,35.5342,28.7056,-100,3,0.621992,0,20.2439,5.20471,11.9565,4.9694,3.29448,7158.8,9999,9999,119.5,4.97386,1.87304,1.87103,1.8724,1.87298,1.87363,1.87332,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.793,-0.002,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,210.9,211,0.153809,4.99756,2.64526,2.73926,2.8479,2.24976,41.067,14.0707,2,404.417,1166.7,35.8508,35.3153,29.9999,35.189,35.0826,-1,40,10,-999.9,400,20,100.909,93.7696
102,1784657544,12821.1,20260722 02:12:24,02:12:24,15,,1784657536,0.001435541,1.435541306,0.678272353,460.6380618,387.4979509,39.13619023,46.52313328,0.02843005,1.383519851,0.028109439,0.017596904,287.4279875,40.45623774,38.69164375,6.910898445,29.91057262,1.980030268,6.61983404,4.930868177,-63.30737157,-59.34899562,-10.34311394,154.4285064,-5.537873474,1.423008505,0.678272353,454.2791476,461.0488061,-1.476017245,60.75564547,1.435541306,17.65661713,19.56101576,-0.008550649,69.65,40,9,1.003229499,0.322949908,24851.64351,1499.98625,1261.20375,0.840810207,0.191620415,6,0.5,0: Broadleaf,2,TRUE,1784657536,460.6544375,454.248625,19.6048125,17.77370625,474.5795,19.5993875,455.636,100.8971875,0.099966531,37.89595625,38.69164375,999.9,0,0,5000.389375,0,27.84439375,6.4058925,469.8661875,462.468875,1.8311175,454.248625,17.77370625,1.97807125,1.793316875,17.26988125,15.72849375,1499.98625,0.972992938,0.02700685,0,1.9867875,0,16614.88125,12843.75,48.187,49.812,49.062,48.5895625,48.2224375,1459.47625,40.51,0,1784657543,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,4.779970286,33.78712223,3.954077813,0,1.809985238,0.508205455,0.067896503,0,0,2,0/2,3.02836,2.75934,0.100761,0.0988016,0.0951748,0.0873066,31530.7,22760.3,33221.9,25558,38472,31558.8,48584.9,39972,1.76348,2.5402,0.260264,0,34.5204,999.9,52.307,38.491,35.4425,29.2129,-100,3,0.619479,0,20.2442,5.20516,11.9562,4.9693,3.29458,7158.8,9999,9999,119.6,4.97383,1.87308,1.87098,1.87239,1.87293,1.87363,1.87332,1.87768,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.851,-0.0066,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,212.9,213,0.152588,4.99756,2.64526,2.73926,2.8479,2.28027,41.0412,14.062,2,404.64,1163.83,35.8666,35.2926,30.0001,35.1729,35.0689,-1,40,10,-999.9,400,20,100.916,93.7771
103,1784657664,12941.1,20260722 02:14:24,02:14:24,15,,1784657656,0.001341849,1.341848777,2.336169037,453.5121269,282.3915972,28.52016775,45.80250284,0.026702782,1.383327448,0.026419697,0.016537494,287.4335133,40.45671708,38.65565333,6.897497337,30.19556839,1.993777944,6.602882642,4.903719393,-59.17553108,-60.18191923,-10.48552405,157.590539,10.11351183,1.312944583,2.336169037,483.1421081,471.6218182,1.608957659,60.75564547,1.341848777,18.14240722,19.80366242,0.012239946,69.65,40,9,1.003229708,0.322970822,24850.03943,1500.015333,1261.22818,0.840810192,0.191620383,6,0.5,0: Broadleaf,2,TRUE,1784657656,453.5685333,467.6468667,19.74133333,18.04979333,467.4373333,19.70811333,455.0168,100.8951333,0.09996718,37.84868667,38.65565333,999.9,0,0,4999.540667,0,27.2167,-14.07811047,462.7031333,476.2440667,1.691529333,467.6468667,18.04979333,1.991802667,1.821134,17.3793,15.96918,1500.015333,0.972994333,0.027005413,0,2.071586667,0,16351.95333,12844,48.2624,49.92046667,49.125,48.68286667,48.29546667,1459.505333,40.51,0,1784657663,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-8.17349835,-130.5533978,13.14962501,0,1.7266405,-0.898185113,0.097321552,0,0,2,0/2,3.02774,2.75942,0.102929,0.108624,0.0959912,0.0894628,31454.1,22511.2,33221.3,25556.6,38437.2,31484.7,48584.4,39970.6,1.76205,2.54087,0.261746,0,34.4577,999.9,53.003,38.491,35.9151,29.0329,-100,3,0.619817,0,20.2443,5.20291,11.956,4.96885,3.29453,7158.8,9999,9999,119.6,4.97381,1.87306,1.871,1.87239,1.87296,1.87363,1.87332,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.958,0.0477,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,214.9,215,0.152588,4.99756,2.64526,2.73926,2.8479,2.24976,41.067,14.0445,2,403.843,1164.82,35.8824,35.2926,30.0001,35.1729,35.0721,-1,40,10,-999.9,400,20,100.915,93.7731
104,1784657784,13061.1,20260722 02:16:24,02:16:24,15,,1784657776,0.001384234,1.3842345,1.785176137,495.7918857,356.4248456,35.99694869,50.07225307,0.027523893,1.384561157,0.027223501,0.017041404,287.4327533,40.47339887,38.71132667,6.918236969,30.37427497,2.009951447,6.617282054,4.908285523,-61.04474143,-61.39357635,-10.69203767,154.3023979,12.65258598,1.366143322,1.785176137,528.4467685,518.3041515,1.485544282,60.75564547,1.3842345,18.04421754,19.87483091,-0.006780803,69.65,40,9,1.003225563,0.322556278,24881.87346,1500.011333,1261.22482,0.840810194,0.191620388,6,0.5,0: Broadleaf,2,TRUE,1784657776,495.8349333,513.3691333,19.90159333,18.14074,510.0370667,19.83558667,454.744,100.8945333,0.099965593,37.88884667,38.71132667,999.9,0,0,5005.666,0,26.47983333,-17.53430533,505.9031333,522.8539333,1.760870667,513.3691333,18.14074,2.007962,1.830300667,17.50726,16.04786667,1500.011333,0.972993,0.027006773,0,2.012646667,0,16104.69333,12843.96667,48.1996,49.8288,49.125,48.562,48.25,1459.501333,40.51,0,1784657783,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-17.769144,41.65963398,7.191258738,0,1.707357,1.220514586,0.119002721,0,0,2,0/2,3.02778,2.75942,0.109819,0.106685,0.0961453,0.0885236,31213.2,22560.5,33221.9,25557,38432.6,31517.3,48585,39971,1.7624,2.54245,0.262432,0,34.4765,999.9,52.9,38.501,35.8618,28.9129,-100,3,0.619131,0,20.2443,5.20516,11.9569,4.96935,3.29448,7158.8,9999,9999,119.6,4.97382,1.87305,1.871,1.87241,1.87299,1.87363,1.87332,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.301,0.0581,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,216.9,217,0.153809,4.99756,2.64526,2.73926,2.8479,2.27173,41.0154,14.027,2,403.979,1166.84,35.8782,35.2829,30.0001,35.1632,35.0625,-1,40,10,-999.9,400,20,100.916,93.7744
105,1784657904,13181.1,20260722 02:18:24,02:18:24,15,,1784657896,0.001290713,1.2907127,4.749484693,504.5146433,177.3098505,17.90740558,50.95344852,0.025599315,1.383908911,0.025339128,0.015860111,287.4312333,40.54630337,38.7531,6.933834021,30.44536126,2.017374813,6.626214073,4.916459208,-56.92043007,-62.62555188,-10.91523883,156.9700126,27.9706172,1.241316681,4.749484693,570.3409896,540.9995455,4.403182445,60.75564547,1.2907127,18.53814441,20.08737152,0.020069154,69.65,39,9,1.003147275,0.31472745,24861.34825,1500.003333,1261.2181,0.840810198,0.191620396,6,0.5,0: Broadleaf,2,TRUE,1784657896,504.6292667,542.2538,19.975,18.37466,518.8994,19.89387333,454.6384667,100.8950667,0.0999177,37.91372,38.7531,999.9,0,0,5002.416667,0,27.97850667,-37.62464,514.9154,552.4081333,1.600339333,542.2538,18.37466,2.015378667,1.853912,17.56562,16.24849333,1500.003333,0.972992,0.0270078,0,1.980406667,0,15847.86,12843.88667,48.187,49.812,49.1082,48.562,48.2458,1459.493333,40.51,0,1784657903,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-30.607121,-180.0521955,18.03637101,0,1.645511,-1.164328421,0.115921136,0,0,2,0/2,3.02702,2.75943,0.114218,0.121452,0.0968972,0.0907208,31060.2,22187.6,33223.2,25556.9,38402.6,31444,48586.5,39971.3,1.7612,2.54105,0.266157,0,34.4859,999.9,53.54,38.501,36.2994,29.0929,-100,3,0.617751,0,20.2444,5.20531,11.956,4.9693,3.29435,7158.8,9999,9999,119.7,4.97381,1.87307,1.871,1.8724,1.87292,1.87363,1.87331,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.522,0.1088,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,218.9,219,0.152588,4.99756,2.64526,2.73804,2.8479,2.24731,40.9896,14.0182,2,403.228,1164.62,35.8731,35.27,30,35.1503,35.0481,-1,40,10,-999.9,400,20,100.92,93.7746
106,1784658024,13301.1,20260722 02:20:24,02:20:24,15,,1784658016,0.001384656,1.384655933,1.634467664,490.5716156,359.2788999,36.28512855,49.54494723,0.027342836,1.385368659,0.027046531,0.016930436,287.4344,40.52919662,38.78938667,6.947407241,30.22263236,2.006160619,6.637941379,4.941246622,-61.06332666,-62.96596328,-10.96664645,152.4384636,-1.201654191,1.408207753,1.634467664,493.984017,496.353703,-0.87546063,60.75564547,1.384655933,17.95022835,19.80797939,-0.010790766,69.65,39,9,1.003142348,0.314234824,24900.20113,1500.02,1261.2321,0.840810189,0.191620378,6,0.5,0: Broadleaf,2,TRUE,1784658016,490.611,489.9411333,19.86409333,18.04633333,504.7724,19.80577333,454.1272,100.8943333,0.0999877,37.94633333,38.78938667,999.9,0,0,5009.666667,0,27.44748,0.66996,500.5540667,498.9458667,1.817768667,489.9411333,18.04633333,2.004175333,1.820772,17.47735333,15.96612,1500.02,0.972994333,0.027005433,0,2.017686667,0,15615.41333,12844.02,48.187,49.812,49.062,48.562,48.2248,1459.51,40.51,0,1784658023,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-1.0402295,77.86427594,11.87885363,0,1.8277885,0.197798346,0.061463458,0,0,2,0/2,3.02708,2.7595,0.106184,0.102141,0.0959505,0.0882497,31344.2,22677.8,33225.5,25559.7,38444,31529.6,48590,39975.1,1.76152,2.54223,0.261474,0,34.5692,999.9,52.838,38.491,35.8,28.7929,-100,3,0.614695,0,20.2444,5.20531,11.9571,4.9694,3.2945,7158.8,9999,9999,119.7,4.97381,1.87307,1.87102,1.87238,1.8729,1.87363,1.87332,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.118,0.0443,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,220.9,221,0.153809,4.99756,2.64526,2.73804,2.8479,2.26074,40.9638,13.9919,2,403.251,1165.81,35.8926,35.2432,30,35.1245,35.0242,-1,40,10,-999.9,400,20,100.927,93.7841
107,1784658144,13421.1,20260722 02:22:24,02:22:24,15,,1784658136,0.001352135,1.352135158,0.410491726,475.3548192,414.2415561,41.83699183,48.00922408,0.026736347,1.38331666,0.026452551,0.016558091,287.4262933,40.53542902,38.77726667,6.94287113,30.28998209,2.00917399,6.633130336,4.93369714,-59.62916047,-62.9661688,-10.98160138,153.8493627,-5.389092255,1.395812645,0.410491726,472.4733342,478.0031333,-1.166131866,60.75564547,1.352135158,18.10285079,19.8630703,-0.001761014,69.65,40,9,1.003230634,0.323063362,24842.94421,1499.977333,1261.19626,0.840810212,0.191620424,6,0.5,0: Broadleaf,2,TRUE,1784658136,475.3647333,469.1487333,19.89348,18.09326,489.4064667,19.82910667,454.4612,100.8965333,0.10007412,37.93296,38.77726667,999.9,0,0,4999.418,0,26.69646,6.216006333,485.0134,477.7936,1.800207333,469.1487333,18.09326,2.007182,1.825546,17.50108,16.00724,1499.977333,0.972993667,0.0270061,0,1.99864,0,15379,12843.66667,48.25,49.875,49.125,48.625,48.2624,1459.467333,40.51,0,1784658143,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,2.65157425,41.94493015,7.690268193,0,1.7764395,0.178398947,0.057300461,0,0,2,0/2,3.02791,2.7594,0.103482,0.101952,0.0961471,0.0888511,31439.3,22682.7,33225.8,25559.8,38435.4,31509.1,48590.6,39975.4,1.76315,2.54165,0.266068,0,34.5023,999.9,52.979,38.491,35.8957,28.8829,-100,3,0.613554,0,20.2445,5.20516,11.956,4.9694,3.29463,7158.8,9999,9999,119.7,4.97384,1.87306,1.871,1.87241,1.87288,1.87363,1.87332,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.985,0.0572,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,222.9,223,0.153809,4.99756,2.64526,2.73804,2.8479,2.24365,40.9638,13.9657,2,404.081,1164.76,35.9019,35.228,30,35.1117,35.0113,-1,40,10,-999.9,400,20,100.928,93.7845
108,1784658264,13541.1,20260722 02:24:24,02:24:24,15,,1784658256,0.001352077,1.35207742,3.071736163,544.3591461,323.2435077,32.6440385,54.97428565,0.026714314,1.383560639,0.026431033,0.016544597,287.4232533,40.62289138,38.85696,6.97274483,30.56469349,2.037109707,6.664911288,4.935635124,-59.62661421,-62.34375213,-10.87992596,154.572961,29.27358594,1.171272516,3.071736163,609.3557441,586.0317152,3.673903324,60.75564547,1.35207742,18.62086966,20.29651212,0.012702206,69.65,40,9,1.003230611,0.323061135,24843.11488,1499.961333,1261.18282,0.840810221,0.191620442,6,0.5,0: Broadleaf,2,TRUE,1784658256,544.4333333,583.863,20.1716,18.65895333,559.0074,20.04976667,453.7243333,100.8889333,0.10006638,38.02114667,38.85696,999.9,0,0,5001,0,25.83527333,-39.42957533,555.6439333,594.9646667,1.512652,583.863,18.65895333,2.035092667,1.882484,17.71985333,16.48903333,1499.961333,0.972993,0.02700678,0,1.850213333,0,15136,12843.52667,48.25,49.92046667,49.12913333,48.7374,48.312,1459.451333,40.51,0,1784658263,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-44.7568865,201.6220236,24.21131463,0,1.4750805,1.284498496,0.136936912,0,0,2,0/2,3.02709,2.75937,0.119538,0.11394,0.0974992,0.0905149,30878.4,22380.5,33228.1,25560.3,38383.7,31454.6,48594,39976.6,1.76162,2.54165,0.263885,0,34.6367,999.9,53.663,38.501,36.3842,29.3029,-100,3,0.611583,0,20.2445,5.20037,11.9562,4.96775,3.29478,7158.8,9999,9999,119.8,4.97379,1.87303,1.87101,1.87238,1.87289,1.87363,1.87332,1.87767,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.791,0.1494,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,224.9,225,0.153809,4.99756,2.64526,2.73926,2.8479,2.28027,40.9638,13.9657,2,403.109,1164.35,35.9305,35.2086,29.9999,35.0924,34.9899,-1,40,10,-999.9,400,20,100.935,93.7871
109,1784658384,13661.1,20260722 02:26:24,02:26:24,15,,1784658376,0.001325664,1.325663806,-0.461120771,535.4699398,520.4113456,52.55068035,54.07128395,0.025590729,1.383545973,0.025330648,0.015854802,287.4350333,40.71913649,39.02662667,7.036717324,29.69679992,1.988194074,6.694977504,5.04852325,-58.46177383,-68.80057289,-12.02149349,148.1511931,-36.00261577,1.580520477,-0.461120771,473.8896854,504.6749212,-5.778412721,60.75564547,1.325663806,17.58820272,19.47549939,-0.028127742,69.65,39,9,1.003150441,0.31504405,24836.44251,1500.023333,1261.2349,0.840810187,0.191620375,6,0.5,0: Broadleaf,2,TRUE,1784658376,535.4588,489.1162,19.68916,17.64673333,549.9646667,19.66651333,453.7066667,100.8790667,0.10005454,38.10424,39.02662667,999.9,0,0,5001.416667,0,24.67879333,46.34271333,546.2172667,497.9044667,2.042424,489.1162,17.64673333,1.986224667,1.780188,17.33456667,15.6138,1500.023333,0.972993333,0.02700644,0,2.002986667,0,14931.83333,12844.06,48.187,49.875,49.125,48.5662,48.25,1459.513333,40.51,0,1784658383,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,40.677135,80.27813684,15.99161915,0,2.0432045,-0.481423308,0.08773375,0,0,2,0/2,3.02674,2.75932,0.107052,0.104099,0.0949174,0.0873872,31319.1,22632.1,33230.8,25563.6,38494.1,31564.9,48597.5,39980.7,1.7615,2.54352,0.260606,0,34.8539,999.9,52.454,38.491,35.5479,29.2429,-100,3,0.607907,0,20.2446,5.20471,11.9563,4.96915,3.29453,7158.8,9999,9999,119.8,4.97378,1.87302,1.87096,1.87238,1.87288,1.87363,1.8733,1.87768,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.162,-0.0241,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,226.9,227,0.153809,4.99756,2.64526,2.73926,2.8479,2.26929,40.938,13.9306,2,402.822,1166.34,35.967,35.1731,29.9998,35.0571,34.9572,-1,40,10,-999.9,400,20,100.943,93.7977
